,B cells,DC,HSC,Monocytes,NK cells,T cells
B cells_PB176,0.1681069812429869,0.028834697762629806,0.0,0.33959809783021727,0.0,0.4634602231641659
HSC_PB177,0.0,0.025745315339424132,0.6759765623197398,0.13413490340366277,0.0010017516315747042,0.16314146730559861
T cells_PB178,0.07583120830850655,0.01402133761949902,0.10306551481682279,0.3589430467540764,0.09675198436621854,0.35138690813487666
Monocytes_PB179,0.0,0.0,0.0,0.8130026704087581,0.1127685782535318,0.0742287513377101
B cells_PB180,0.0802662787340897,0.08357112574587748,0.0,0.2075918524037753,0.0,0.6285707431162575
HSC_PB181,0.06223867188482745,0.01979107361449916,0.32877237798801107,0.27489859362506314,0.09683145829459532,0.21746782459300387
T cells_PB182,0.2439671944932031,0.0,0.0,0.5199259779993287,0.15207093973757047,0.08403588776989773
HSC_PB183,0.06023565266270673,0.05402205406820992,0.6383481052974593,0.08806276249773531,0.09981478365019489,0.0595166418236938
T cells_PB184,0.05960476210588552,0.005680009138821752,0.005039188070140703,0.2524864193581309,0.005178951199353684,0.6720106701276675
HSC_PB185,0.0,0.0,0.20163348188391572,0.320857157004898,0.06412032929875065,0.4133890318124357
B cells_PB186,0.574556225212447,0.0,0.0,0.15531776893240454,0.0,0.27012600585514845
T cells_PB187,0.051043293476104916,0.0012319059735104827,0.0,0.22004320011565195,0.0,0.7276816004347327
DC_PB188,0.09651927497364295,0.4695113033243462,0.0,0.17146173248266514,1.3384055606410394e-06,0.26250635081378504
DC_PB189,0.0,0.49925247976338366,0.0016833133023958654,0.22535548037519337,0.0,0.27370872655902706
Monocytes_PB190,0.10377903180576682,0.0,0.0,0.29748078495390295,0.02621248092973221,0.5725277023105979
DC_PB191,0.036521582739613485,0.1603717258819527,0.0,0.2964821672241732,0.0,0.5066245241542606
Monocytes_PB192,0.0,0.0,0.011886525842909423,0.7705134215188305,0.0,0.21760005263826018
B cells_PB193,0.7629927193542003,0.0,0.0,0.03708048409921458,0.011761325619873565,0.18816547092671151
Monocytes_PB194,0.009238348451750124,0.0,0.0,0.5588280150760627,0.0,0.43193363647218724
Monocytes_PB195,0.0028941849266312016,0.0,0.0,0.2974858483511338,0.09149907359221812,0.6081208931300169
B cells_PB196,0.30690047914987306,0.01539944822897787,0.0,0.14432548659955138,0.0,0.5333745860215977
NK cells_PB197,0.09690249803583553,0.0,0.001976316812956318,0.03703500953566126,0.724989246177102,0.13909692943844487
NK cells_PB198,0.0272468113277006,0.0,0.0,0.017099835460964635,0.7072884649423217,0.2483648882690132
Monocytes_PB199,0.0,0.0,0.0,0.7470472475686752,0.0,0.2529527524313247
Monocytes_PB200,0.07328963656649574,0.005332485930997602,0.007371414760373115,0.6095525976658898,0.0030124159170748063,0.30144144915916893
HSC_PB201,0.02669145937817069,0.0,0.5841075640311544,0.1713705494004541,0.0,0.21783042719022075
B cells_PB202,0.20046011953790113,0.02285359357570459,0.0,0.4631800455652948,0.0,0.31350624132109933
HSC_PB203,0.047689046849343074,0.007538748072521774,0.15693820596735256,0.36817947214380775,0.0,0.41965452696697475
Monocytes_PB204,0.0,0.005348881419738913,0.012336008330108688,0.742106947750747,0.0,0.2402081624994053
Monocytes_PB205,0.055471295943796364,0.0,0.003308460335185226,0.49186238455998843,0.14047762862855523,0.30888023053247476
B cells_PB206,0.0,0.10496187301404769,0.0016246523883857624,0.3291303891998785,0.0,0.564283085397688
Monocytes_PB207,0.2716229363904176,0.042305863687057514,0.0,0.1310881261427222,0.0,0.5549830737798027
Monocytes_PB208,0.0,0.0,0.0,0.5442575722688198,0.10817576148865515,0.34756666624252514
Monocytes_PB209,0.17500943587948464,0.020090726330481368,0.0,0.07384249057107284,0.045531062754586626,0.6855262844643745
Monocytes_PB210,0.13184271207423484,0.029891365140196875,0.0,0.13478850648780213,0.0,0.7034774162977661
Monocytes_PB211,0.20885481287783564,4.7250781250804856e-05,0.0,0.5781266420531508,0.008093067926839708,0.20487822636092304
Monocytes_PB212,0.06709907339077324,0.0,0.0,0.6269654279021424,0.09618972684978291,0.20974577185730153
DC_PB213,0.026373960388855252,0.5501366559671782,0.0,0.2122199483974349,0.037724849331408794,0.17354458591512287
NK cells_PB214,0.36891041808971886,0.0,0.013552515434030965,0.32749250095586013,0.2900445655203901,0.0
Monocytes_PB215,0.03821479466300969,0.0,0.0033541647511207764,0.48001190398231974,0.18665579435759627,0.29176334224595357
DC_PB216,0.2023093757223188,0.18526961083662272,0.0,0.25882866257744536,0.10161896270296102,0.25197338816065207
NK cells_PB217,0.14034030010387827,0.014704944109235264,0.0,0.0742183117076879,0.33300925133344306,0.4377271927457554
B cells_PB218,0.47437365456830777,0.02497769663774297,0.0,0.12493070840800267,0.0,0.37571794038594664
NK cells_PB219,0.0643803129850512,0.0,0.0,0.18945760389042218,0.5648519044074087,0.18131017871711783
NK cells_PB220,0.04455757707686177,0.0,0.0,0.157181726017705,0.7092575843281792,0.08900311257725406
B cells_PB221,0.8659781314233386,0.0,0.0,0.1340218685766614,0.0,0.0
B cells_PB222,0.5396917534759388,0.0,0.04529129438299016,0.0919079723952669,0.08859247456111134,0.23451650518469289
HSC_PB223,0.04973578628103675,0.0,0.12003161806126025,0.30560899573721834,0.0,0.5246235999204846
NK cells_PB224,0.1175844085498025,0.031272854122465985,0.0007989792949604071,0.13564966816999557,0.3846282611428481,0.3300658287199274
Monocytes_PB225,0.007297047721793723,0.0,0.0,0.3632918664030064,0.0,0.6294110858751998
T cells_PB226,0.1261638900570184,0.03204778043828103,0.02761814490652334,0.4986392394792777,0.0,0.3155309451188995
DC_PB227,0.07435619635337443,0.8204239733227581,0.0,0.0,0.0,0.10521983032386738
DC_PB228,0.1076082729721857,0.303637741473094,0.0,0.24091387070048978,0.0637572380945911,0.28408287675963945
HSC_PB229,0.06335197667543578,0.034477525307147885,0.7562538824301877,0.0,0.010882878019213511,0.1350337375680151
NK cells_PB230,0.0,7.708499016532454e-05,0.0,0.0762656419698461,0.5222890467201037,0.4013682263198849
T cells_PB231,0.0,0.0,0.0,0.2874592388394313,0.03970659917911058,0.6728341619814581
B cells_PB232,0.5912468832482258,0.0,0.0,0.04657082540528865,0.0,0.3621822913464855
DC_PB233,0.11945925415244397,0.47134787213838364,0.0,0.040213574041263675,0.029213145886303037,0.3397661537816055
HSC_PB234,0.0651407441961356,0.018047585310692227,0.46847895881239743,0.251976990603843,0.029485859263632452,0.1668698618132995
NK cells_PB235,0.017272478248185195,0.0,0.0,0.34409259176159734,0.21155643318888323,0.4270784968013342
T cells_PB236,0.0,0.0317026939615221,0.0022863257741532407,0.33056574187661036,0.009193891120291208,0.626251347267423
B cells_PB237,0.3501064465746435,0.03526657295786415,0.0,0.20989506315423714,0.0069901628864275514,0.3977417544268277
Monocytes_PB238,0.13316063562424935,0.0043986317185439935,0.0,0.08357492747365017,0.0,0.7788658051835565
HSC_PB239,0.011075427113289843,0.0,0.5344483545832007,0.1700627551403779,0.0,0.2844134631631315
Monocytes_PB240,0.13977698760624296,0.010326494843376315,0.0,0.2024383297138741,0.024741130089642554,0.6227170577468641
HSC_PB241,0.0,0.0,0.6413144692183759,0.20394654599708645,0.0,0.15473898478453763
HSC_PB242,0.02174336769386261,0.0,0.8417136500973024,0.009429556049892993,0.0,0.127113426158942
DC_PB243,0.10941244110102817,0.7145234786555215,0.0,0.004013156495043005,0.04145897466033583,0.13059194908807162
HSC_PB244,0.0,0.006871890188364088,0.4965359063918088,0.1026237324139004,0.06729634472534042,0.32667212628058634
NK cells_PB245,0.006441458804292357,0.11056563350186326,0.021990130267281728,0.2292329098949193,0.1158980272426238,0.5158718402890196
NK cells_PB246,0.0,0.0,0.0,0.07319323543623815,0.8119773349620145,0.11482942960174732
HSC_PB247,0.025267996498141633,0.0,0.36270611307201117,0.20250409853303208,0.10039016886301758,0.3091316230337975
B cells_PB248,0.7182634078720039,0.04408515946597398,0.0,0.04954098364485526,0.0,0.1881104490171669
T cells_PB249,0.0,0.00510121853605793,0.0034451080258803175,0.15438839453787773,0.0,0.837065278900184
NK cells_PB250,0.030833180834973998,0.0,0.0,0.05729304298656214,0.6173505798079101,0.29452319637055396
